Article_ID,Original_Identifier,Title,Extracted_Year,Extracted_Author,Title_Length,Total_Codes_Applied,Number_of_Codes,Codes_Applied,Code_Frequencies,Code_A : Academic Success,Code_B : Access to UREs,Code_C : COVID-19,Code_D : Discipline,Code_E : Social Sciences and or Humanities,Code_F : STEM,Code_G : Experiences and Outcomes of URE,Code_H : Academic Success,Code_I : Awards,Code_J : GPA,Code_K : Graduation,Code_L : Persistence and Retention,Code_M : Publications,Code_N : Transfer,Code_O : Access to UREs,Code_P : Application Experiences,Code_Q : Barriers to URE,Code_R : Share of URM Students,Code_S : General Perceptions and Experiences,Code_T : Experiences,Code_U : Program Expectations,Code_V : Satisfaction,Code_W : Graduate School and Career,Code_X : Aspirations OR Expectations related to attending Graduate School,Code_Y : Career Readiness,Code_Z : Earnings,Code_AA : Employment,Code_AB : Enrollment in a Graduate Program,Code_AC : Future or Long-Term Planning,Code_AD : Identity Development,Code_AE : Individual Identity Development,Code_AF : Professional Identity Development,Code_AG : Non-Cognitive Skills,Code_AH : Communication,Code_AI : Critical Thinking,Code_AJ : General Self-Efficacy OR Research Self-Efficacy OR Confidence,Code_AK : Leadership,Code_AL : Resilience and Perseverance,Code_AM : Teamwork and Collaboration and Interpersonal Skills,Code_AN : Technical Skills,Code_AO : Time Management and Organization,Code_AP : Use of Mentorship and Campus Supports,Code_AQ : Faculty,Code_AR : Peer,Code_AS : Well-being,Code_AT : Anxiety,Code_AU : Well-being and Mental Health,Code_AV : FLAG,Code_AW : General Perceptions and Experiences,Code_AX : General Perceptions.Experiences,Code_AY : Graduate School and Career,Code_AZ : Identity Development,Code_BA : Methodology,Code_BB : Mixed or Multi-Methods,Code_BC : Qualitative,Code_BD : Quantitative,Code_BE : Modality,Code_BF : In-Person Program,Code_BG : Mixed-Mode Program,Code_BH : Not Specified,Code_BI : Online Program,Code_BJ : Negative,Code_BK : Negative experience or outcome,Code_BL : Non-cognitive skills,Code_BM : Primary Institutional Context,Code_BN : 4-Year University,Code_BO : Community College,Code_BP : Minority Serving Institution,Code_BQ : Multi-institutional,Code_BR : Undefined,Code_BS : Program type,Code_BT : Course-Based Program,Code_BU : Individual Apprenticeship or Assistantship with Faculty,Code_BV : Mixed modality,Code_BW : Not Specified,Code_BX : Summer-Based Program,Code_BY : Sense of belonging,Code_BZ : Underrepresented,Code_CA : Underrepresented Group,Code_CB : Use of Mentorship and Campus Supports,Code_CC : Well-being
30,30 : Advice to Future Participants From Six Cohorts of an Undergraduate Summer Research Program in Atmospheric Science.,Advice to Future Participants From Six Cohorts of an Undergraduate Summer Research Program in Atmospheric Science.,,30,119,6,6,"F : STEM, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BX : Summer-Based Program","F : STEM(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BX : Summer-Based Program(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
31,31 : Alumni Perceptions Used to Assess Undergraduate Research Experience.,Alumni Perceptions Used to Assess Undergraduate Research Experience.,,31,73,6,6,"F : STEM, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BU : Individual Apprenticeship or Assistantship with Faculty","F : STEM(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BU : Individual Apprenticeship or Assistantship with Faculty(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
32,32 : An Effective Model for Enhancing Underrepresented Minority Participation and Success in Geoscience Undergraduate Research,An Effective Model for Enhancing Underrepresented Minority Participation and Success in Geoscience Undergraduate Research,,32,126,7,7,"F : STEM, BC : Qualitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BV : Mixed modality, BZ : Underrepresented","F : STEM(1), BC : Qualitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BV : Mixed modality(1), BZ : Underrepresented(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
33,33 : An Evaluation of a Course that Introduces Undergraduate Students to Authentic Aerospace Engineering Research.,An Evaluation of a Course that Introduces Undergraduate Students to Authentic Aerospace Engineering Research.,,33,114,6,6,"F : STEM, BB : Mixed or Multi-Methods, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program","F : STEM(1), BB : Mixed or Multi-Methods(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BT : Course-Based Program(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
34,34 : An Evaluation of a STEM Summer Undergraduate Research Internship Scheme~ Student-Perceived Learning Gains,An Evaluation of a STEM Summer Undergraduate Research Internship Scheme~ Student-Perceived Learning Gains,,34,110,6,6,"F : STEM, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BX : Summer-Based Program","F : STEM(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BX : Summer-Based Program(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
35,35 : An IDeA for enhancing undergraduate research at rural primarily undergraduate institutions.,An IDeA for enhancing undergraduate research at rural primarily undergraduate institutions.,,35,96,6,6,"F : STEM, BD : Quantitative, BM : Primary Institutional Context, BQ : Multi-institutional, BS : Program type, BW : Not Specified","F : STEM(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BQ : Multi-institutional(1), BS : Program type(1), BW : Not Specified(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
36,36 : An Interdisciplinary STEM Course-Based Undergraduate Research Experience Establishes a Community of Practice and Promotes Psychosocial Gains.,An Interdisciplinary STEM Course-Based Undergraduate Research Experience Establishes a Community of Practice and Promotes Psychosocial Gains.,,36,146,6,6,"F : STEM, BB : Mixed or Multi-Methods, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BX : Summer-Based Program","F : STEM(1), BB : Mixed or Multi-Methods(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BX : Summer-Based Program(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
37,37 : An Online Training Program to Enhance Novice Researchers' Knowledge and Skills,An Online Training Program to Enhance Novice Researchers' Knowledge and Skills,,37,83,6,6,"F : STEM, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BU : Individual Apprenticeship or Assistantship with Faculty","F : STEM(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BU : Individual Apprenticeship or Assistantship with Faculty(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
38,38 : An Undergraduate Research Approach That Increased Student Success at a Hispanic-Serving Institution (HSI)~ The SURE Program at Texas State University,An Undergraduate Research Approach That Increased Student Success at a Hispanic-Serving Institution (HSI)~ The SURE Program at Texas State University,,38,154,1,1,AV : FLAG,AV : FLAG(1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,39 : An Undergraduate Research Experience Studying Ras and Ras Mutants.,An Undergraduate Research Experience Studying Ras and Ras Mutants.,,39,71,7,7,"F : STEM, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program, BZ : Underrepresented","F : STEM(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BT : Course-Based Program(1), BZ : Underrepresented(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
40,40 : An Undergraduate STEM Interdisciplinary Research Program~ Factors Predictive Of Students' Plans For Careers In STEM.,An Undergraduate STEM Interdisciplinary Research Program~ Factors Predictive Of Students' Plans For Careers In STEM.,,40,121,6,6,"F : STEM, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program","F : STEM(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BT : Course-Based Program(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
41,41 : Analysis of Undergraduate Research Experiences in an Interdisciplinary Water Science and Engineering Program.,Analysis of Undergraduate Research Experiences in an Interdisciplinary Water Science and Engineering Program.,,41,114,7,7,"F : STEM, BB : Mixed or Multi-Methods, BD : Quantitative, BM : Primary Institutional Context, BQ : Multi-institutional, BS : Program type, BX : Summer-Based Program","F : STEM(1), BB : Mixed or Multi-Methods(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BQ : Multi-institutional(1), BS : Program type(1), BX : Summer-Based Program(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
42,42 : Approaching Undergraduate Research with Students Who Are Deaf and Hard-of-Hearing,Approaching Undergraduate Research with Students Who Are Deaf and Hard-of-Hearing,,42,86,6,6,"F : STEM, BC : Qualitative, BM : Primary Institutional Context, BR : Undefined, BS : Program type, BX : Summer-Based Program","F : STEM(1), BC : Qualitative(1), BM : Primary Institutional Context(1), BR : Undefined(1), BS : Program type(1), BX : Summer-Based Program(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
43,43 : Assessing the Impact of Undergraduate Research on Graduation Rates at the University of Georgia.,Assessing the Impact of Undergraduate Research on Graduation Rates at the University of Georgia.,,43,101,6,6,"F : STEM, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program","F : STEM(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BT : Course-Based Program(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
44,44 : Authentic Science Research Opportunities~ How Do Undergraduate Students Begin Integration Into a Science Community of Practice~,Authentic Science Research Opportunities~ How Do Undergraduate Students Begin Integration Into a Science Community of Practice~,,44,132,6,6,"F : STEM, BB : Mixed or Multi-Methods, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BX : Summer-Based Program","F : STEM(1), BB : Mixed or Multi-Methods(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BX : Summer-Based Program(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
45,"45 : Becoming a Scientist~ The Role of Undergraduate Research in Students' Cognitive, Personal, and Professional Development.","Becoming a Scientist~ The Role of Undergraduate Research in Students' Cognitive, Personal, and Professional Development.",,45,125,7,7,"F : STEM, BC : Qualitative, BM : Primary Institutional Context, BQ : Multi-institutional, BS : Program type, BU : Individual Apprenticeship or Assistantship with Faculty, BX : Summer-Based Program","F : STEM(1), BC : Qualitative(1), BM : Primary Institutional Context(1), BQ : Multi-institutional(1), BS : Program type(1), BU : Individual Apprenticeship or Assistantship with Faculty(1), BX : Summer-Based Program(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
46,46 : Benefits of a Prerequisite Majors' (General) Chemistry Course in STEM Retention and Graduation Rates as Measured through Success in a Biology CURE Course,Benefits of a Prerequisite Majors' (General) Chemistry Course in STEM Retention and Graduation Rates as Measured through Success in a Biology CURE Course,,46,158,7,7,"C : COVID-19, F : STEM, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program","C : COVID-19(1), F : STEM(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BT : Course-Based Program(1)",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
47,47 : Benefits of Undergraduate Research Experiences.,Benefits of Undergraduate Research Experiences.,,47,52,8,8,"E : Social Sciences and or Humanities, F : STEM, BD : Quantitative, BM : Primary Institutional Context, BQ : Multi-institutional, BR : Undefined, BS : Program type, BW : Not Specified","E : Social Sciences and or Humanities(1), F : STEM(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BQ : Multi-institutional(1), BR : Undefined(1), BS : Program type(1), BW : Not Specified(1)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
48,48 : Best Practices for Facilitating a Successful Human Services Undergraduate Research Lab at a Practitioner-focused University.,Best Practices for Facilitating a Successful Human Services Undergraduate Research Lab at a Practitioner-focused University.,,48,129,7,7,"E : Social Sciences and or Humanities, BC : Qualitative, BM : Primary Institutional Context, BN : 4-Year University, BP : Minority Serving Institution, BS : Program type, BU : Individual Apprenticeship or Assistantship with Faculty","E : Social Sciences and or Humanities(1), BC : Qualitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BP : Minority Serving Institution(1), BS : Program type(1), BU : Individual Apprenticeship or Assistantship with Faculty(1)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
49,49 : Between Culture and Curricula~ Exploring Student and Faculty Experiences of Undergraduate Research and Inquiry.,Between Culture and Curricula~ Exploring Student and Faculty Experiences of Undergraduate Research and Inquiry.,,49,116,7,7,"E : Social Sciences and or Humanities, F : STEM, BC : Qualitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BW : Not Specified","E : Social Sciences and or Humanities(1), F : STEM(1), BC : Qualitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BW : Not Specified(1)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
50,50 : Biomedical Freshman Research Initiative~ A Course-based Undergraduate Research Experience at a Hispanic-Serving Institution.,Biomedical Freshman Research Initiative~ A Course-based Undergraduate Research Experience at a Hispanic-Serving Institution.,,50,129,8,8,"F : STEM, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BP : Minority Serving Institution, BS : Program type, BT : Course-Based Program, BZ : Underrepresented","F : STEM(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BP : Minority Serving Institution(1), BS : Program type(1), BT : Course-Based Program(1), BZ : Underrepresented(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
51,51 : Building a biomedical pipeline~ the impact of the Idaho IDeA INBRE summer research experience at a primarily undergraduate institution.,Building a biomedical pipeline~ the impact of the Idaho IDeA INBRE summer research experience at a primarily undergraduate institution.,,51,140,1,1,AV : FLAG,AV : FLAG(1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,52 : Building a Culture of Undergraduate Research~ A Case Study,Building a Culture of Undergraduate Research~ A Case Study,,52,63,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,53 : Building a Culture of Undergraduate Research~A Case Study,Building a Culture of Undergraduate Research~A Case Study,,53,62,7,7,"E : Social Sciences and or Humanities, F : STEM, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BW : Not Specified","E : Social Sciences and or Humanities(1), F : STEM(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BW : Not Specified(1)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
54,54 : BUILDing Equity in STEM~ A Collaborative Undergraduate Research Program to Increase Achievement of Underserved Community College Students,BUILDing Equity in STEM~ A Collaborative Undergraduate Research Program to Increase Achievement of Underserved Community College Students,,54,142,8,8,"F : STEM, BB : Mixed or Multi-Methods, BM : Primary Institutional Context, BP : Minority Serving Institution, BQ : Multi-institutional, BS : Program type, BV : Mixed modality, BZ : Underrepresented","F : STEM(1), BB : Mixed or Multi-Methods(1), BM : Primary Institutional Context(1), BP : Minority Serving Institution(1), BQ : Multi-institutional(1), BS : Program type(1), BV : Mixed modality(1), BZ : Underrepresented(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
55,55 : Can first-year undergraduate geography students do individual research~,Can first-year undergraduate geography students do individual research~,,55,76,6,6,"F : STEM, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program","F : STEM(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BT : Course-Based Program(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
56,56 : Can higher education increase students' moral reasoning~ The role of student engagement in the U.S.,Can higher education increase students' moral reasoning~ The role of student engagement in the U.S.,,56,104,8,8,"E : Social Sciences and or Humanities, F : STEM, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BO : Community College, BS : Program type, BW : Not Specified","E : Social Sciences and or Humanities(1), F : STEM(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BO : Community College(1), BS : Program type(1), BW : Not Specified(1)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
57,57 : Can Undergraduate Research Participation Reduce the Equity Gap~,Can Undergraduate Research Participation Reduce the Equity Gap~,,57,68,8,8,"E : Social Sciences and or Humanities, F : STEM, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program, BU : Individual Apprenticeship or Assistantship with Faculty","E : Social Sciences and or Humanities(1), F : STEM(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BT : Course-Based Program(1), BU : Individual Apprenticeship or Assistantship with Faculty(1)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
58,58 : Cancer and chemicals~ A research‐inspired laboratory exercise based on the Ames test for mutagenicity.,Cancer and chemicals~ A research‐inspired laboratory exercise based on the Ames test for mutagenicity.,,58,107,6,6,"F : STEM, BB : Mixed or Multi-Methods, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program","F : STEM(1), BB : Mixed or Multi-Methods(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BT : Course-Based Program(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
59,59 : Centering Racially Minoritized Student Voices in High-Impact Practices,Centering Racially Minoritized Student Voices in High-Impact Practices,,59,75,7,7,"E : Social Sciences and or Humanities, BB : Mixed or Multi-Methods, BM : Primary Institutional Context, BQ : Multi-institutional, BS : Program type, BW : Not Specified, BZ : Underrepresented","E : Social Sciences and or Humanities(1), BB : Mixed or Multi-Methods(1), BM : Primary Institutional Context(1), BQ : Multi-institutional(1), BS : Program type(1), BW : Not Specified(1), BZ : Underrepresented(1)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
60,"60 : Co-Curricular Connections~ The Role of Undergraduate Research Experiences in Promoting Engineering Students' Communication, Teamwork, and Leadership Skills.","Co-Curricular Connections~ The Role of Undergraduate Research Experiences in Promoting Engineering Students' Communication, Teamwork, and Leadership Skills.",,60,161,6,6,"F : STEM, BD : Quantitative, BM : Primary Institutional Context, BQ : Multi-institutional, BS : Program type, BW : Not Specified","F : STEM(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BQ : Multi-institutional(1), BS : Program type(1), BW : Not Specified(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
61,61 : Collaborative Assessment of Collective Reach and Impact among INBRE Supported Summer Undergraduate Research Programs across the United States,Collaborative Assessment of Collective Reach and Impact among INBRE Supported Summer Undergraduate Research Programs across the United States,,61,146,6,6,"F : STEM, BD : Quantitative, BM : Primary Institutional Context, BQ : Multi-institutional, BS : Program type, BX : Summer-Based Program","F : STEM(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BQ : Multi-institutional(1), BS : Program type(1), BX : Summer-Based Program(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
